﻿Wskaźnik;Jednostka;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997
ze świadczeń społecznych;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,1;.;0,1;0,11;0,13;0,14;.;0,18;0,19;0,21;0,26;0,46;0,52;0,66;0,76;0,95;1,25;2,01;6,75;40,66;79,18;106,83;.;.;.;.;.
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,11;.;0,12;0,13;0,15;0,16;.;0,2;0,22;0,24;0,31;0,53;0,62;0,75;0,89;1,11;1,49;2,41;8,3;48,87;95,25;137,42;.;.;.;.;.
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,1;.;0,11;0,11;0,13;0,14;.;0,18;0,2;0,22;0,28;0,48;0,56;0,73;0,82;1,03;1,38;2,2;7,2;44,56;90,85;132,64;.;.;.;.;.
gospodarstwa 3-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,06;.;0,07;0,09;0,09;0,1;.;0,14;0,15;0,17;0,19;0,34;0,39;0,46;0,55;0,67;0,87;1,38;4,59;26,93;54,47;67,32;.;.;.;.;.
z emerytury i renty;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,09;.;0,1;0,11;0,12;0,13;.;0,17;0,19;0,2;0,25;0,31;0,48;0,6;0,71;0,91;1,2;1,91;6,38;38,33;72,82;96,53;.;.;.;.;.
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,11;.;0,12;0,13;0,14;0,15;.;0,19;0,21;0,23;0,29;0,36;0,59;0,73;0,86;1,08;1,45;2,33;8,06;46,83;90,86;132,06;.;.;.;.;.
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,1;.;0,1;0,11;0,12;0,13;.;0,18;0,2;0,21;0,26;0,34;0,52;0,66;0,79;1;1,34;2,12;6,94;42,78;86,95;127,33;.;.;.;.;.
gospodarstwa 3-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,06;.;0,07;0,08;0,09;0,09;.;0,13;0,14;0,16;0,18;0,23;0,32;0,39;0,47;0,6;0,78;1,2;3,89;23,37;43,72;49,77;.;.;.;.;.
z pracy;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;.;0,02;0,02;0,02;0,02;.;0,03;0,03;0,04;0,04;0,06;0,06;0,08;0,1;0,12;0,17;0,29;0,92;4,88;9,81;11,74;.;.;.;.;.
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;0,01;0,01;0,01;0,01;.;0,02;0,03;0,03;0,04;0,05;0,02;0,03;0,05;0,05;0,07;0,15;0,45;2,64;4,16;3,66;.;.;.;.;.
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;.;0,01;0,01;0,01;0,01;.;0,02;0,03;0,03;0,03;0,05;0,04;0,05;0,07;0,08;0,13;0,21;0,66;3,41;6,58;7,64;.;.;.;.;.
gospodarstwa 3-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;.;0,03;0,04;0,04;0,04;.;0,04;0,06;0,06;0,08;0,12;0,13;0,16;0,18;0,24;0,32;0,54;1,81;9,36;17,31;19,33;.;.;.;.;.
pozostałe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,02;0,02;0,02;0,04;0,06;0,07;0,08;0,09;0,12;0,21;0,78;3,8;5,61;8,02;.;.;.;.;.
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,03;0,02;0,02;0,03;0,05;0,05;0,07;0,08;0,1;0,18;0,65;3,01;5,17;6,6;.;.;.;.;.
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,02;0,02;0,04;0,07;0,08;0,09;0,1;0,13;0,23;0,82;4,07;5,89;8,56;.;.;.;.;.
gospodarstwa 3-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;0,01;0,01;0,01;0,01;.;0,01;0,02;0,02;0,02;0,04;0,05;0,08;0,08;0,09;0,11;0,21;0,8;3,95;5,47;8,03;.;.;.;.;.
Przeciętny miesięczny dochód rozporządzalny na 1 gospodarstwo domowe pracowników;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;634,56;842,54;1066,85;1393,24;1682,64
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;361,52;496,21;632,86;847,48;1061,6
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;558,12;747,42;940,65;1280,3;1601,99
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;623,98;853,8;1099,65;1416,63;1717,74
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;664,19;875,56;1129,12;1464,31;1783,74
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;656,5;865,5;1126,2;1468,88;1718,55
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;735,54;952,96;1176,29;1540,36;1805,35
Przeciętny miesięczny dochód rozporządzalny na 1 gospodarstwo domowe pracowników na stanowiskach robotniczych;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;569;759,48;965,07;1223,63;1454,57
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;297,73;371,23;522,99;664,74;759
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;457,42;629,16;773,24;1023,44;1260,74
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;543,75;744,45;958,45;1220,19;1437,79
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;591,48;788,92;1015,66;1272,23;1543,74
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;599,96;796,05;1042,52;1315,67;1537,64
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;682,56;885,08;1106,51;1446,77;1683,58
Przeciętny miesięczny dochód rozporządzalny na 1 gospodarstwo domowe pracowników na stanowiskach nierobotniczych;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;737,74;983,52;1241,27;1678,42;2012,42
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;402,23;581,93;697,53;979,57;1264,24
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;660,16;877,64;1120,05;1555,4;1902,83
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;736,91;1022,67;1324,52;1718,4;2080,09
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;798,07;1039,72;1347,12;1830,46;2186,74
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;810,4;1055,55;1377,08;1901,6;2178,89
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;961,79;1257,39;1542,13;1938,26;2395,44
Przeciętny miesięczny dochód rozporządzalny na 1 gospodarstwo domowe pracowników użytkujących gospodarstwo rolne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;687,64;937,78;1252,76;1551,2;1795,59
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;547,03;617,62;815,99;1128,7;1346,47
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;602,93;822,81;974,76;1235,4;1595,49
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;586,31;826,12;1189,79;1480,93;1788,92
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;683,73;955,1;1336,4;1588,94;1886,41
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;826,42;1121,72;1460,46;1807,82;2054,79
Przeciętny miesięczny dochód rozporządzalny na 1 gospodarstwo domowe rolników;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;637,57;855,6;1158,46;1417,05;1819,75
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;273,77;284,08;527,45;654,29;973,66
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;386,9;502,84;840,39;909,41;1202,74
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;618,49;771,15;1091,05;1327,15;1548,79
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;643,57;928,92;1188,48;1282,72;1729,74
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;737,15;937,8;1153,92;1650,29;2309,5
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;810,85;1094,5;1561,58;1955,62;2384,01
Przeciętny miesięczny dochód rozporządzalny na 1 gospodarstwo domowe pracujących na własny rachunek;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;829,83;1158,01;1464,73;1842,63;2227,82
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;543,66;677,92;792,13;1105,9;1618,34
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;688,06;1071,28;1681,99;1707,72;2114,04
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;812,98;1189,41;1372,11;1971,3;2122,46
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;864,06;1154,76;1491,45;1822,88;2413,3
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;862,81;1145,6;1485,02;1758,06;2239,22
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;966,69;1163,09;1600,16;2168,02;2383,44
Przeciętny miesięczny dochód rozporządzalny na 1 gospodarstwo domowe emerytów i rencistów;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;396,66;535,97;685,04;867,75;1052,17
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;236,68;308,05;411,76;513,62;628,03
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;412,73;565,46;746,81;934,68;1161,07
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;511,53;688,71;886,68;1125,88;1393,49
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;547,57;771,52;956,48;1205,59;1424,26
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;561,65;811,15;997,91;1275,87;1536,05
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;641,22;829,44;1131,69;1410,39;1690,42
Przeciętny miesięczny dochód rozporządzalny na 1 gospodarstwo domowe emerytów;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1140,26
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;662,36
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1241,4
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1582,24
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1643,44
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1818,02
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1900,23
Przeciętny miesięczny dochód rozporządzalny na 1 gospodarstwo domowe rencistów;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;897,51
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;577,21
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;936,83
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1128,23
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1240,95
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1346,12
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1479,8
Przeciętny miesięczny dochód rozporządzalny na 1 gospodarstwo domowe utrzymujące się z niezarobkowych źródeł;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;317,89;435,51;552,11;687,08;779,99
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;173,68;260,16;307,36;391,05;580,94
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;282,88;393,9;521,84;567,81;718,68
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;311,53;421,8;531,99;736,58;801,31
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;337,96;464,44;580,25;752,11;823,09
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;389,04;510,35;651,67;778,73;866,22
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;409,06;583,76;739,35;927,6;963,63
Przeciętny miesięczny dochód rozporządzalny na 1 osobę w gospodarstwie domowym pracowników;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;176,27;234,69;301,26;395,25;486,41
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;361,52;496,21;632,39;847;1062,1
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;279,06;373,71;470,19;640,34;800,68
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;207,99;284,6;366,52;472,25;572,54
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;166,05;218,89;282,32;366,16;446
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;131,3;173,1;225,26;293,82;343,79
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;112,12;145,49;180,22;236,06;280,44
z pracy najemnej;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;134,59;182,1;237,92;312,51;395,88
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;334,2;436,21;586,31;781,35;963,22
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;217;287,2;366,41;493,17;641,55
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;161,9;227,76;295,47;378,96;472,43
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;130,19;174,52;229,84;298,91;370,92
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;92,31;125,97;167,12;220,35;266,23
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;69,08;92,9;118,67;159,43;198,45
z działki;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2,79;3,77;4,02;3,92;2,75
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,42;3,43;1,99;2,78;2,12
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2,63;3,8;3,67;3,37;2,37
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2,57;3,04;3,46;3,22;2,47
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2,37;3,35;3,57;3,58;2,75
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3,07;4,5;4,58;4,55;3,07
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4,5;5,41;6,14;6,03;3,33
z pracy na własny rachunek;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,36;1,66;3,07;3,9;6,47
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,62;0,54;0,34;3,4;13,18
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,5;2,43;3,49;4,51;10,32
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,58;2,36;4,2;4,76;8,7
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,53;1,78;3,35;4,09;5,73
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,11;0,83;2,55;3,2;4,15
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,75;0,77;0,92;2,2;3,16
ze świadczeń społecznych;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;25,72;32,13;39,74;49,51;54,28
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3,55;4,89;6,96;11,15;13,43
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;41,09;55,56;71,9;92,7;102,14
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;27,52;33,75;41,36;49,71;53,49
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;20,63;25,64;30,11;38,52;42,66
