﻿Wskaźnik;Jednostka;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,11;0,13;0,14;0,15;.;0,19;0,2;0,22;0,29;0,53;0,65;0,75;0,85;1;1,28;2,2;8,26;44,04;69,97;98,04;134,09;184,3;224,9;277,17;335,23
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,09;0,1;0,12;0,13;.;0,16;0,18;0,19;0,24;0,48;0,56;0,64;0,75;0,86;1,11;1,87;7,19;37,39;60,29;79,99;115,47;151,12;181,15;228,98;272,81
na towary i usługi konsumpcyjne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;134,74;176,42;213,57;268,78;337,57
na żywność;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,06;0,06;0,07;0,07;.;0,09;0,09;0,1;0,13;0,29;0,33;0,39;0,44;0,52;0,64;1;4,04;23,11;34,43;45,38;66,56;83,07;103,29;122,88;142,04
przetwory zbożowe, pieczywo i wyroby ciastkarskie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,03;0,03;0,04;0,04;0,05;0,06;0,08;0,36;3,06;3,74;5,59;8,73;10,02;12,66;17,81;21,03
ziemniaki;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,04;0,14;0,46;0,93;1,93;2,23;2,79;5,05;4,11;3,7
strączkowe, warzywa, grzyby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,03;0,04;0,04;0,05;0,06;0,09;0,32;1,6;2,67;3,57;5,85;6,88;7,48;8,63;11,13
owoce i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,03;0,04;0,07;0,22;1,16;1,84;2,2;2,94;3,58;4,63;5,49;6,97
mięso, podroby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,02;0,02;0,02;0,02;.;0,02;0,03;0,03;0,03;0,1;0,11;0,14;0,15;0,17;0,21;0,33;1,55;9,29;12,77;15,09;21,58;28,81;33,23;38,81;44,08
ryby i przetwory rybne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0;0;0,01;0,01;0,01;0,01;0,02;0,07;0,33;0,6;0,77;1,11;1,48;1,78;2,27;3,05
tłuszcze jadalne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,03;0,03;0,04;0,05;0,06;0,08;0,36;1,58;2,26;2,88;4,13;5,53;6,66;7,65;8,91
nabiał i jaja;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,02;0,02;0,02;0,02;0,05;0,06;0,07;0,07;0,07;0,09;0,13;0,45;2,72;5,25;7,42;11,57;12,97;15,6;19,08;20,45
cukier, wyroby cukiernicze i miód;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,04;0,05;0,09;0,35;1,85;2,48;3,32;4,35;5,09;7,06;8,71;9,05
używki, przyprawy i pozostałe towary żywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,04;0,07;0,2;0,94;1,67;2,33;3,64;5,46;7,82;9,51;12,25
żywienie w placówkach gastronomicznych;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0;0;0;0;0;0,01;0,01;0,02;0,11;0,23;0,29;0,43;0,46;1,31;0,81;1,41
na napoje alkoholowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0,01;.;0,01;0,01;0,01;0,01;0,04;0,04;0,04;0,04;0,04;0,05;0,08;0,29;1,03;1,6;1,92;1,92;2,51;2,98;3,65;4,34
nieżywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,05;0,06;0,07;0,08;.;0,1;0,12;0,13;0,16;0,24;0,31;0,37;0,42;0,51;0,67;1,22;4,33;21,32;37,4;52,35;66,26;90,84;107,31;142,25;191,19
towary;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;43,76;59,89;71,34;95,36;131,52
usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;22,51;30,95;35,96;46,89;59,67
na wyroby tytoniowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,08;0,48;0,91;1,36;1,98;2,4;3,47;5,16;6,63
na odzież i obuwie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,02;0,02;0,03;0,03;.;0,03;0,03;0,04;0,05;0,07;0,1;0,11;0,13;0,16;0,21;0,4;1,55;4,9;7,52;8,39;10,6;15,17;20,12;24,01;28,33
na mieszkanie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,02;0,02;0,03;.;0,03;0,04;0,04;0,05;0,09;0,11;0,12;0,15;0,18;0,22;0,41;1,42;6,99;12,65;17,15;22,99;30,48;34,04;49,11;67,88
na utrzymanie mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,02;0,02;0,02;0,02;0,05;0,06;0,06;0,07;0,09;0,11;0,21;0,6;3,76;8,56;12,45;17,71;23,84;25,25;38,16;51,38
opłaty za najem mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,19;0,28;0,14;0,3;0,24;0,35;1,44
zimna woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,23;0,52;0,63;0,7;1,42
opał;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,03;0,03;0,07;0,14;0,95;2,54;2,94;6,44;6,51;6,98;11,93;13,85
centralne ogrzewanie i ciepła woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;—;—;—;.;.;.;.;.;.;0;.;.;0;0;0;0;0;0;0,02;0,04;0,07;0,15;0,25;0,46;1,17
energia elektryczna i gaz;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,02;0,03;0,06;0,85;2,34;4,09;5,68;7,39;9,47;11,67;14,43
na wyposażenie mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,02;0,02;0,02;0,04;0,05;0,07;0,08;0,09;0,11;0,2;0,82;3,22;4,08;4,7;5,28;6,64;8,78;10,95;16,5
na naukę;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,08;0,52;1,1;1,5;1,72;3,31;3,97;5,45;7,67
na zdrowie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0;0;0;0,01;0,01;0,01;0,01;0,04;0,29;0,72;1,6;3,27;4,95;5,86;7,57;10,61
na higienę osobistą;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,02;0,02;0,04;0,12;0,76;1,43;2,28;3,67;4,53;5,89;7,33;9,55
na kulturę;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,03;0,03;0,04;0,1;0,34;2,04;3,16;3,74;3,61;4,76;7,01;6,33;10,49
na sport i wypoczynek;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0;0;0,01;0,01;0,01;0,01;0,02;0,05;0,22;0,39;0,45;0,39;0,75;0,88;0,95;2,65
na transport i łączność;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,02;0,04;0,04;0,05;0,06;0,08;0,13;0,48;3,65;6,45;9,96;14;19,46;20,29;28,93;37,7
inne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,03;0,04;0,07;0,16;1,48;3,07;5,92;4,04;5,03;5,79;7,42;9,69
pozostałe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4,1;6,94;9,36;11,9;15,02
Przeciętne miesięczne wydatki na 1 osobę w gospodarstwie domowym rolników;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,11;0,13;0,14;0,16;.;0,2;0,22;0,24;0,29;0,59;0,79;0,89;1,02;1,2;1,54;2,65;10,46;50,93;75,82;103,43;151,52;186,56;234,71;297,78;348,68
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,15;0,16;0,16;0,19;.;0,28;0,3;0,33;0,39;0,77;1,08;1,18;1,3;1,64;2,21;3,48;13,52;73,59;120,89;198,68;258,77;330,83;458,36;493,15;550,72
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,14;0,16;0,17;0,19;.;0,24;0,27;0,29;0,36;0,7;0,95;1,08;1,25;1,46;1,89;3,07;11,37;62,66;97,89;130,13;218,59;267,13;341,28;415,24;475,06
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,13;0,14;0,16;0,18;.;0,26;0,28;0,29;0,35;0,67;0,88;1;1,22;1,4;1,81;3,08;12,47;58,97;88,21;130,24;182,87;238,16;278,36;369,04;454,01
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,12;0,14;0,15;0,16;.;0,2;0,23;0,26;0,31;0,61;0,84;0,94;1,1;1,27;1,6;2,9;11,13;52,76;81,35;107,78;168,44;197,91;254,96;299,34;387,57
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,11;0,12;0,13;0,14;.;0,2;0,21;0,22;0,27;0,56;0,67;0,81;0,95;1,11;1,4;2,5;10,03;44,96;69,14;97,01;136,43;171,26;213,89;270,83;330,6
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,09;0,09;0,11;0,13;.;0,16;0,18;0,19;0,23;0,47;0,66;0,76;0,8;0,93;1,19;2,1;8,37;41,52;58,55;80,84;117,46;141,65;186,3;251,62;261,42
na towary i usługi konsumpcyjne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;145,91;178,13;224,57;283,64;331,82
na żywność;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,06;0,07;0,08;0,08;.;0,1;0,1;0,11;0,14;0,31;0,38;0,44;0,5;0,59;0,74;1,17;4,74;26,38;38,17;50,89;73,87;88,99;110,71;131,82;155,18
przetwory zbożowe, pieczywo i wyroby ciastkarskie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,02;0,03;0,03;0,04;0,05;0,05;0,06;0,09;0,4;3,28;4,03;6,04;9,27;10,48;13,2;18,39;21,87
ziemniaki;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0,01;0;0,01;0,01;0,01;0,02;0,01;0,02;0,02;0,02;0,04;0,14;0,47;0,94;1,98;2,47;2,72;5,45;4,31;4,12
strączkowe, warzywa, grzyby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,03;0,04;0,04;0,05;0,07;0,1;0,36;1,78;2,87;3,98;6,45;7,07;7,96;9,09;11,63
owoce i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0,01;.;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,03;0,04;0,08;0,25;1,28;1,88;2,35;3;3,7;4,73;5,62;6,72
mięso, podroby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,02;0,02;0,02;0,02;.;0,03;0,03;0,04;0,04;0,11;0,13;0,16;0,18;0,21;0,26;0,42;1,92;11,27;15,02;17,97;25,72;32,86;38,12;44,64;53,11
ryby i przetwory rybne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0;0;0,01;0,01;0,01;0,01;0,02;0,08;0,39;0,7;0,93;1,25;1,59;1,95;2,46;3,25
tłuszcze jadalne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,01;0,01;0,01;0,02;0,03;0,04;0,04;0,05;0,06;0,08;0,4;1,72;2,39;3,21;4,38;5,88;7,09;8,12;9,47
nabiał i jaja;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,02;0,02;.;0,02;0,02;0,02;0,03;0,06;0,07;0,07;0,08;0,09;0,1;0,16;0,54;3,04;5,84;8,27;12,57;13,31;16,18;19,95;22,53
cukier, wyroby cukiernicze i miód;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,05;0,06;0,1;0,42;2,06;2,62;3,49;4,73;5,42;7,46;9,15;9,57
używki, przyprawy i pozostałe towary żywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,03;0,04;0,07;0,21;1,02;1,73;2,45;3,71;5,47;7,93;9,58;12,28
żywienie w placówkach gastronomicznych;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0;0;0;0;0;0;0,01;0,01;0,08;0,14;0,22;0,32;0,49;0,62;0,51;0,64
na napoje alkoholowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0,01;.;0,01;0,01;0,01;0,01;0,04;0,05;0,04;0,05;0,05;0,06;0,1;0,33;1,15;1,79;2,35;2,51;3,18;4,25;5,03;5,59
nieżywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,05;0,05;0,06;0,07;.;0,1;0,11;0,12;0,14;0,24;0,36;0,41;0,47;0,56;0,74;1,38;5,39;23,4;35,86;50,2;69,53;85,96;109,61;146,79;171,04
towary;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;46,01;60,07;77,58;106,37;120,49
usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;23,51;25,89;32,04;40,42;50,55
na wyroby tytoniowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,09;0,52;0,97;1,49;2,19;2,85;4,15;5,72;6,93
na odzież i obuwie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,02;0,02;0,02;0,02;.;0,03;0,03;0,04;0,05;0,07;0,1;0,11;0,13;0,16;0,21;0,41;1,53;4,56;6,7;8,44;10,6;14,63;18,7;23,27;24,1
na mieszkanie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,02;0,02;0,02;.;0,03;0,04;0,04;0,04;0,08;0,13;0,16;0,18;0,21;0,27;0,5;2;8,02;11,58;16,58;25,3;29,83;37,52;51,86;62,87
na utrzymanie mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,02;0,02;0,02;0,02;0,05;0,08;0,08;0,09;0,11;0,15;0,29;0,96;4,85;7,9;11,92;20,77;23,3;28,38;40,34;48,86
opłaty za najem mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,12;0,15;0,05;0,05;0,1;0,09;0,29
zimna woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,28;0,44;0,68;0,79;1,14
opał;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0,01;0,01;0;0,01;0,02;0,02;0,02;0,03;0,04;0,1;0,2;1,33;2,96;4,13;7,83;8,13;9,62;13,05;15,09
centralne ogrzewanie i ciepła woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;—;—;—;—;.;—;.;.;.;.;.;.;.;.;.;0;0;0;0;0,01;0,02;0,03;0,06;0,06;0,12
energia elektryczna i gaz;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,02;0,03;0,08;0,99;2,57;3,98;6,36;7,97;10,23;12,82;15,56
na wyposażenie mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,02;0,02;0,02;0,02;0,03;0,05;0,07;0,09;0,1;0,12;0,21;1,04;3,17;3,68;4,66;4,53;6,53;9,14;11,53;14,01
na naukę;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,08;0,5;1,05;1,76;1,8;2,9;3,83;4,88;6,36
na zdrowie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0;0;0;0,01;0,01;0,01;0,01;0,04;0,3;0,8;1,48;3,86;4,98;6,52;7,76;10,6
na higienę osobistą;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0,01;0,01;0,01;0,01;0,02;0,03;0,04;0,13;0,82;1,45;2,39;3,61;4,38;5,79;7,01;8,68
na kulturę;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,03;0,03;0,05;0,1;0,47;1,85;2,8;3,68;3,1;4,63;5,44;7,13;7
na sport i wypoczynek;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0;0;0;0;0;0;0;0;0;0,01;0,01;0,03;0,17;0,29;0,36;0,45;0,49;0,6;0,93;1,49
na transport i łączność;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0,01;0,01;0,01;0,01;.;0,01;0,02;0,02;0,02;0,03;0,06;0,05;0,06;0,07;0,1;0,18;0,81;4,2;5,92;7,51;13,13;16,85;22,6;32,54;35,76
inne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;0;0;0;.;0,01;0,01;0,01;0,01;0,02;0,02;0,03;0,03;0,04;0,05;0,08;0,22;2,46;4,29;6,51;5,5;4,42;4,46;5,68;7,25
pozostałe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5,61;8,43;10,15;14,15;16,86
Przeciętne miesięczne wydatki na 1 osobę w gospodarstwie domowym pracujących na własny rachunek;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;216,44;284,63;359,01;449;546,55
gospodarstwa 1-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;576,23;631,71;774,48;1024,27;1343,8
gospodarstwa 2-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;356,84;469,91;694,99;756,39;991,45
gospodarstwa 3-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;262,73;360,56;424,37;563,83;637,65
gospodarstwa 4-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;219,53;291,37;360,53;447,58;522,63
gospodarstwa 5-osobowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;168,01;216,11;278,09;324,32;388,73
gospodarstwa 6-osobowe i większe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;139,51;169,06;220,66;293,39;335,86
na towary i usługi konsumpcyjne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;207,86;272,84;341,48;424,28;516,52
na żywność;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;74,5;91,88;116,11;141,11;164,33
przetwory zbożowe, pieczywo i wyroby ciastkarskie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;8,06;9,24;12,09;16,37;19,12
ziemniaki;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,47;2,13;3,68;2,78;2,72
strączkowe, warzywa, grzyby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;6,33;7,72;8,69;10,78;12,9
owoce i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;5,13;6,44;8,7;11,1;13,27
mięso, podroby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;23,94;30,18;35,49;41,32;46,9
ryby i przetwory;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,88;2,23;2,63;3,33;4,19
tłuszcze jadalne;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3,8;4,92;6,36;7,15;8,34
nabiał i jaja;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;9,91;11,4;14,96;18,93;21,61
cukier, wyroby cukiernicze i miód;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;4,55;5,31;7,1;8,96;9,52
używki, przyprawy i pozostałe towary żywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;6,57;9,1;12,49;15,36;18,81
żywienie w placówkach gastronomicznych;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2,87;3,21;3,93;5,04;6,94
na napoje alkoholowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3,13;3,46;4,1;5,36;7,01
na towary nieżywnościowe i usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;130,22;177,5;221,27;277,81;345,18
na towary nieżywnościowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;68,31;102,88;118,02;160,17;193,63
na usługi;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;61,91;74,62;103,25;117,64;151,56
na wyroby tytoniowe;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2,91;3,28;4,51;6,36;8,26
na odzież i obuwie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;17,64;23,99;27,77;38,45;44,48
na mieszkanie;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;37,56;49,65;72,33;82,67;104,16
na utrzymanie mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;29,15;37,58;56,42;59,94;78,61
opłaty za najem mieszkania;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;3,72;4,14;6,5;9,2;12,54
zimna woda;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,63;2,26;3,1;4,05;4,87
opał;zł;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;1,62;2,65;3,55;4,47;5,2
